Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT046,2699.989825067555
DRG39,OUT035,871.8521759123943
FDU32,OUT049,2068.2607516746807
FDY27,OUT049,3006.721658666031
NCP54,OUT013,2050.0982618723015
NCZ41,OUT049,2023.6331246837606
DRL49,OUT013,2269.0138576149593
FDI05,OUT018,1113.6073738899843
FDY56,OUT045,3978.1208415320452
DRC13,OUT013,1960.9003061849633
NCV29,OUT017,3077.9347840263076
FDR24,OUT049,1412.5322850607433
FDZ34,OUT018,2824.5260983974895
FDP37,OUT035,2087.6401451071065
FDX08,OUT027,4806.312090867666
FDS57,OUT045,2082.940272743745
NCG18,OUT049,1726.223217430096
FDK25,OUT018,2610.0731817236174
FDH53,OUT049,1311.9326023943884
DRI59,OUT018,3223.1539869029507
FDA52,OUT046,2671.0905162840995
FDT20,OUT010,258.1807846855949
FDE36,OUT019,488.82438802448013
FDI24,OUT017,2744.4180796305523
FDB28,OUT018,2925.372866540576
FDV11,OUT017,2894.399471893701
FDP01,OUT046,2343.7525861478207
FDD34,OUT027,4155.879076302804
FDJ50,OUT027,1561.9500778779077
FDZ44,OUT013,1755.570308944145
DRO59,OUT035,1257.7233290132829
DRB48,OUT045,629.3466039455938
FDR21,OUT018,2593.9202403152467
NCE42,OUT010,678.7950028941794
FDO23,OUT046,1419.1633400967814
NCE30,OUT018,3168.9684367694867
FDQ22,OUT035,675.0221528561962
FDY01,OUT045,1830.520267199524
FDS08,OUT017,2692.3841669703297
FDG28,OUT018,3298.0639990977184
FDQ51,OUT018,561.2956440325879
FDB05,OUT017,3879.595336977653
FDO56,OUT049,1904.5575700519257
FDE02,OUT018,1218.056284774774
FDN45,OUT017,3702.4406196089353
FDS09,OUT013,818.2164243448013
NCA54,OUT018,2716.7734667522413
FDP09,OUT010,723.2091850129815
FDC53,OUT045,1500.2705320471332
NCM55,OUT017,3124.982409948176
FDL09,OUT018,2543.068325347169
FDA11,OUT019,97.93426831372715
FDA50,OUT045,1544.7882671863347
FDC23,OUT017,3180.4589004295035
FDE22,OUT049,2589.2010559359446
FDD23,OUT046,3159.7001470819555
NCA29,OUT049,3009.3800243634064
FDK38,OUT046,2326.084327197915
DRC13,OUT046,2003.1634027643468
NCP43,OUT049,3051.301534225496
FDX28,OUT049,1621.5126719157486
FDF08,OUT049,1496.9874418502595
FDZ33,OUT046,2376.0209447515804
FDD10,OUT049,2939.4918578893025
FDO58,OUT017,2689.6251830134247
FDI50,OUT017,4055.125255446568
FDO58,OUT045,2613.1097672106903
FDX08,OUT013,3259.744301648878
NCK17,OUT010,246.47565786765873
FDF39,OUT035,4646.219602109352
FDU45,OUT010,213.95569326617365
NCJ18,OUT018,1612.7525780414544
DRC27,OUT019,845.9445135188188
DRC25,OUT035,1505.4798616338119
FDU59,OUT035,2437.973792318276
FDU28,OUT035,3323.325762974699
NCP30,OUT046,655.2516958441252
FDB39,OUT018,691.1488022337184
FDE41,OUT013,1350.1915846328848
DRH11,OUT010,76.17656184991125
FDA58,OUT045,3511.6614437776916
FDU50,OUT046,1842.9898756933853
FDM34,OUT013,2128.702130154284
FDM44,OUT027,2760.766229209356
FDR39,OUT045,2898.430269801196
FDM25,OUT045,2742.3001912651107
FDQ49,OUT049,2527.9695137445647
DRH25,OUT018,641.7631992796613
FDM09,OUT027,4288.011513165819
FDL44,OUT019,501.83376270249664
NCR42,OUT018,350.58590385085785
DRL59,OUT046,797.1438846504992
FDX43,OUT013,2569.398366898855
DRK47,OUT010,774.2473465835033
FDU48,OUT018,1775.0492702144347
FDY12,OUT045,786.8030442603276
NCN43,OUT018,1795.3426125329454
NCM55,OUT018,2647.286926838488
FDQ21,OUT027,3327.841283690981
FDX13,OUT035,4209.080056765099
NCK30,OUT027,6012.410011778052
FDG20,OUT049,2823.1658094525246
DRG27,OUT017,751.4684226878813
FDY14,OUT018,3749.140036837552
FDP59,OUT035,1661.5976627871676
FDU60,OUT017,2912.447475201154
NCC18,OUT019,480.64583300886574
DRJ39,OUT017,3909.0726055192076
FDS07,OUT049,1949.0643304628268
FDM08,OUT027,5469.560623966082
FDP51,OUT045,1988.737603192937
FDU16,OUT035,1360.701911028481
FDH12,OUT013,1740.6501968882221
DRE48,OUT010,624.6601774181922
NCL42,OUT027,6180.476488625565
FDR21,OUT045,2776.6918262645563
NCW29,OUT035,2179.038773837529
FDO11,OUT013,4517.311601382909
NCM31,OUT049,2174.7783990166467
FDV35,OUT019,392.66179682693473
FDF58,OUT017,1117.3063836678411
NCE43,OUT049,2906.1259989549812
FDA02,OUT035,2582.83830813187
DRL37,OUT010,190.83038359291615
FDR24,OUT018,1218.7105716148753
FDW59,OUT049,1305.2958102974326
FDS22,OUT049,748.1943335882626
FDW24,OUT017,823.1319992314734
FDU24,OUT035,1653.9036715667992
FDA21,OUT027,5178.615652975331
FDH58,OUT027,3017.6924639372232
FDW36,OUT018,1443.8386599370685
FDI45,OUT027,4618.769729916053
FDU01,OUT018,2764.4289699006645
FDF35,OUT027,2945.3003908088517
FDU43,OUT019,815.936275801651
FDE24,OUT019,339.5904175336082
FDK50,OUT049,2765.536070487435
FDG31,OUT045,961.0923539440504
FDC60,OUT045,1519.452424530392
FDL36,OUT013,1476.753619960138
FDP21,OUT013,3106.5552368056856
FDW16,OUT045,1362.2816961462918
FDX02,OUT017,3946.7160242813716
FDQ58,OUT027,3857.3255189603374
FDT51,OUT046,1825.597307044992
FDD59,OUT049,1228.9586469244966
NCM42,OUT018,1620.3461679389682
FDA57,OUT018,429.72450165836835
FDZ48,OUT035,1832.5583455823235
FDE46,OUT045,2377.1914254126063
NCZ30,OUT019,275.6439923943345
FDB56,OUT017,3268.9715648730685
FDA25,OUT027,2854.7383757300504
FDD20,OUT013,2136.982815861759
FDL25,OUT013,1482.7583705091745
NCO18,OUT049,3062.265739225298
FDJ45,OUT017,622.5909788082475
FDR12,OUT035,2989.523588271913
NCF19,OUT010,188.06272457211347
FDK25,OUT046,2905.7664825265706
NCR17,OUT046,1832.5159451690306
FDC52,OUT046,2450.87264484028
NCA54,OUT017,3175.8691491374907
FDR45,OUT010,815.5368043828076
NCM19,OUT049,1979.2368253290715
FDF39,OUT027,6250.408587921327
FDX23,OUT049,1556.48641007521
FDD58,OUT027,2763.3295830173934
FDX28,OUT013,1691.5697237926559
NCD31,OUT013,2680.2166599132033
FDU57,OUT018,2197.612100493328
FDI27,OUT046,760.9650256466422
NCM42,OUT046,1803.4607929695946
FDD32,OUT027,2298.1601043435744
FDI34,OUT013,3786.2852874295368
NCM29,OUT049,2149.0503376513484
FDG46,OUT018,1657.1457989015541
DRC01,OUT010,166.9749886005266
FDB15,OUT027,7065.654319205823
NCA17,OUT027,3726.120862987213
FDF10,OUT046,2559.608435957566
FDR26,OUT027,4558.140016736584
FDI02,OUT049,1801.448815509275
NCM54,OUT010,295.32958579064007
FDF14,OUT013,2421.9934022291413
FDJ33,OUT010,222.75914943769558
FDM20,OUT035,4229.995083142328
FDC03,OUT027,5505.487835419815
NCX05,OUT046,1854.892752888188
NCM41,OUT027,2642.434050682337
NCU29,OUT010,424.45376573487783
FDQ59,OUT017,1316.0333481282596
FDH46,OUT010,79.62154371446891
FDH09,OUT013,753.9839289954139
NCD06,OUT045,729.4534271033644
FDC15,OUT035,2488.4070570916824
DRD37,OUT027,1278.3255641103544
FDT28,OUT027,3830.1228267982365
FDR28,OUT027,4249.267319144186
FDT38,OUT017,1389.7342443327568
FDV34,OUT027,2090.3753398680524
FDY52,OUT035,1144.5382250997343
FDB34,OUT013,1381.806438624596
DRL23,OUT018,1396.018781248347
DRB24,OUT046,2402.2029241835257
FDJ50,OUT046,900.206097408592
FDQ49,OUT035,2582.4053586675013
FDP20,OUT035,2100.3413331823845
FDV19,OUT027,4234.299332895082
NCR54,OUT045,3026.0473286822566
FDO09,OUT010,1110.929558282888
FDS57,OUT018,2124.2431949537386
FDN10,OUT049,1910.846905971043
FDV23,OUT049,2078.9433594570323
FDY28,OUT049,3585.0613760692736
DRG51,OUT013,2674.050748390857
FDD45,OUT019,109.37705366349246
NCL18,OUT027,5319.256296642435
NCM29,OUT013,2080.870085509486
FDF17,OUT027,5044.835181947495
FDE22,OUT017,2679.2022712767666
FDQ22,OUT017,625.485752204066
FDS01,OUT013,3075.1210803907616
FDW35,OUT027,1233.1771704718885
FDJ33,OUT046,2031.0543284544294
NCF54,OUT035,2957.1694367451346
FDE09,OUT013,1689.8507887254916
NCE06,OUT045,2302.763680107452
DRH49,OUT049,1250.3527890944226
FDY43,OUT045,2769.006898612639
NCT05,OUT017,4137.751326288278
FDZ34,OUT045,3056.767331264624
FDL38,OUT017,1580.7258014904758
FDZ31,OUT017,3302.444084467317
FDR14,OUT035,943.5523631670599
NCN54,OUT049,1263.1909223514867
NCC42,OUT027,3571.711664911256
FDK08,OUT017,1700.5807753358404
FDP59,OUT013,1592.7566807285305
FDV22,OUT035,2836.4735878702595
FDD33,OUT035,3820.8745467870103
DRE60,OUT027,5928.4178657681405
FDK52,OUT046,3624.7772760048665
FDA02,OUT017,2539.401590571517
FDM56,OUT049,1749.0686057665782
FDE57,OUT035,2237.090176393646
FDM32,OUT045,1344.956616670821
NCQ30,OUT027,3202.5849976443938
FDQ27,OUT027,2791.1577787531137
FDT60,OUT027,3293.3128344079246
FDU43,OUT049,4021.674296674091
NCO55,OUT035,1784.5595645783908
FDG02,OUT045,2705.7037491175997
FDJ28,OUT013,3191.7106326187245
FDP40,OUT045,1761.4936770511815
FDJ38,OUT045,3159.4450156986877
NCC54,OUT017,3959.093723894525
NCZ41,OUT046,1951.9514656108686
FDK38,OUT019,361.79948318745164
FDU52,OUT013,2336.055409781219
FDC40,OUT046,1268.4907616592213
NCR30,OUT017,1126.1753836747555
NCN18,OUT017,1989.8092489720887
FDB50,OUT035,1254.4851824550485
FDG04,OUT013,3151.390886343271
FDR26,OUT035,2779.082784182205
NCT17,OUT018,2755.58619903327
FDX35,OUT027,5076.37150475793
FDS12,OUT046,2126.2739224220204
NCZ29,OUT027,3432.895305988371
FDB38,OUT010,472.60333420226453
FDP12,OUT013,606.6336170639003
FDP22,OUT046,834.8377957503418
FDS26,OUT018,3970.8295668218757
FDR52,OUT046,3003.5093985596745
DRJ13,OUT046,2646.452835883652
FDU48,OUT027,3520.3771227407947
FDE29,OUT035,1072.1770977316517
NCT29,OUT049,2116.5489029564
DRK37,OUT018,2981.3371269075783
FDK55,OUT046,1315.5858746761894
FDR07,OUT046,1405.0013283135152
FDO21,OUT027,6021.883953651559
FDK46,OUT049,4513.8218776042195
FDB12,OUT045,1667.5157025696642
FDT31,OUT027,4817.901600336817
FDJ33,OUT045,1942.8777311043352
FDC26,OUT027,2980.787495959468
NCQ02,OUT045,2807.5050319927645
FDP08,OUT010,623.9683946278448
FDB11,OUT027,5415.2851315721555
FDV55,OUT013,2436.951703194236
FDW20,OUT049,2106.346484107908
NCJ18,OUT019,261.2868428035741
FDC41,OUT018,1015.6789751076927
FDE14,OUT027,2808.4998090246822
FDG35,OUT013,2797.2134339124154
FDF45,OUT035,1109.0153499481569
FDS19,OUT027,2246.214040006697
FDS58,OUT019,482.70205560779203
FDA26,OUT017,3805.757266490018
FDM32,OUT049,1364.5854815804466
FDL45,OUT046,2047.478213635991
FDZ55,OUT049,2686.929676112422
FDY37,OUT049,2323.1201555017237
FDO46,OUT046,2845.3555508691243
FDQ60,OUT046,2075.2490790584616
FDA19,OUT018,1787.8496379727046
FDL15,OUT046,2510.8189810420913
FDM10,OUT018,3196.744632812492
NCL05,OUT017,661.6713429284081
DRK49,OUT010,235.42771965632338
NCE18,OUT027,6320.831697893521
FDG40,OUT049,625.2110541749088
DRI59,OUT045,3614.474871736933
FDK28,OUT035,4444.207467755139
NCD06,OUT019,168.4769368437191
FDO11,OUT019,802.7061941343482
FDK27,OUT046,1964.6076245403453
FDT43,OUT027,1533.494993496517
FDD38,OUT018,1412.9290585455774
FDA16,OUT049,3834.552937479948
FDL14,OUT027,3946.9146961586907
NCM17,OUT049,807.2778353931167
FDD20,OUT045,2044.1302388889815
FDA40,OUT045,1411.6941928162487
FDL43,OUT045,1155.5471956798237
FDV15,OUT045,1704.8799928205706
FDE52,OUT046,1460.6088464911688
NCL17,OUT010,437.5392788282315
NCJ31,OUT045,3484.3725720026505
FDR60,OUT045,1138.0082117011393
NCA18,OUT035,1866.4938920399106
FDS21,OUT027,1938.731850805826
FDW09,OUT035,1304.8187615186828
FDL26,OUT035,2646.6540187713713
FDS47,OUT018,1189.0476659201859
FDC39,OUT046,3325.1180693921356
FDT51,OUT035,1928.747365775024
FDK40,OUT035,4249.187505005742
NCG19,OUT045,3344.954348083226
FDZ07,OUT046,1097.1051625650696
FDF08,OUT027,2561.209152623185
FDO04,OUT013,858.5745950584118
FDK41,OUT018,1072.9541330150678
FDP15,OUT049,4188.950309212128
NCD43,OUT018,1406.953838725244
NCP18,OUT013,2365.473820509996
FDZ51,OUT046,1488.90185322307
DRH13,OUT035,1788.9994584336819
FDF38,OUT045,594.3202557857708
NCI43,OUT045,724.8425038646104
FDM38,OUT027,1807.2771417706138
FDS03,OUT013,1152.341257496504
DRJ47,OUT017,2888.64095517131
FDT50,OUT010,121.28076865725575
FDV02,OUT046,2769.100399331934
NCG18,OUT017,1755.1058497499992
FDW52,OUT046,2800.960357552216
FDS40,OUT035,703.9760864542401
FDN31,OUT017,3173.7018357847064
FDA37,OUT045,1887.0711395011451
FDA15,OUT046,4003.176559327683
FDL39,OUT046,2946.029806207234
FDJ53,OUT045,1854.9527944576482
FDX22,OUT013,3378.747229122584
NCZ42,OUT045,3970.1402878743315
FDD56,OUT027,4602.846202281579
FDD40,OUT017,3221.223175275634
FDS50,OUT013,3763.6763530945304
NCN14,OUT013,3024.380225619583
FDT15,OUT013,3242.2710839287265
NCS18,OUT027,2871.67283955613
NCO26,OUT010,244.58064679443274
FDF58,OUT018,805.6405403233739
NCB19,OUT013,1538.0447333354286
FDH26,OUT017,2244.6116735475857
DRB24,OUT027,3906.5320306187064
FDA49,OUT018,1146.8353852424843
FDB32,OUT045,1547.1988884469545
FDI36,OUT017,3387.599938320926
NCA17,OUT010,394.3454335129123
FDH22,OUT013,2058.719114557378
NCM26,OUT018,2275.5043355818707
FDT15,OUT027,5245.039282622359
FDB16,OUT018,1181.415688613318
NCP54,OUT027,3372.6276351718902
FDJ36,OUT013,1698.7083979490392
FDO28,OUT045,1854.7493529727135
FDU09,OUT013,887.951315342717
FDF29,OUT017,2274.6051111874635
FDY08,OUT013,2161.6295272890416
DRJ59,OUT018,363.6963222365907
FDT23,OUT027,2334.738335632524
FDU15,OUT018,376.2509806472851
FDT47,OUT013,1687.104236627296
FDI53,OUT019,496.0143147103211
FDR59,OUT018,3616.1640091595978
FDD53,OUT035,729.9245917075531
FDY51,OUT017,3610.034340666567
FDT04,OUT049,629.3506338658159
FDU51,OUT049,2951.329011352776
FDG14,OUT035,2571.5630905240873
NCU06,OUT045,3656.1884918856845
DRG25,OUT046,3146.8344449890524
DRH49,OUT035,1330.794789340451
FDN15,OUT035,2253.6597484498416
FDL43,OUT018,964.041338772037
NCT18,OUT049,3184.536071089736
NCB31,OUT013,3906.2341666694683
FDK57,OUT035,1994.5600746288135
FDY04,OUT019,489.4297079849091
NCP54,OUT046,2040.5600284066797
FDF41,OUT013,3773.7467369396777
FDM01,OUT045,1636.420466153609
FDW03,OUT045,1768.2959456365643
FDF28,OUT045,1973.1275982846328
FDY37,OUT017,2360.9730798286814
FDQ03,OUT017,3878.4264315270466
FDP51,OUT027,3197.029569728973
FDJ40,OUT017,1906.8723014835484
FDC32,OUT049,1380.9041616749173
DRI49,OUT027,2222.5670367929756
NCW54,OUT017,1002.2750326359704
FDF09,OUT017,696.5935563102097
FDP45,OUT018,3288.2284765941017
DRJ23,OUT018,2892.150717187908
FDS59,OUT017,1944.7791751083353
FDY08,OUT046,2172.758354654212
FDX16,OUT049,2539.8108354847177
FDY16,OUT018,2772.120823460944
FDK32,OUT035,2654.136167298467
FDQ22,OUT013,601.4387236177382
NCC31,OUT018,2416.7832679672288
FDG58,OUT049,2442.385916965151
DRF48,OUT013,3128.1993078523415
DRH36,OUT049,1159.0761071988509
NCR30,OUT035,1167.489609713665
FDB03,OUT019,844.6289380173588
FDZ28,OUT027,3397.3546464659285
FDR35,OUT017,3332.047180481162
DRD15,OUT027,5701.5202669279215
FDJ33,OUT019,289.17175035106
FDA56,OUT010,260.33831857651813
FDP56,OUT046,771.4122139033442
NCT30,OUT046,795.726234280624
FDK15,OUT017,1708.9314289654249
FDH44,OUT018,2186.682669739586
FDV01,OUT013,2530.708737023699
DRG03,OUT017,2506.0258780439185
FDG50,OUT027,2497.1627075078763
FDR16,OUT010,792.7552699530244
FDZ60,OUT046,1569.4451019240084
DRG03,OUT045,2455.4695208127905
FDS56,OUT018,3615.6440781564797
FDU33,OUT045,763.340600560722
DRD27,OUT035,1615.8594868447772
FDW22,OUT046,3691.755530625371
DRA24,OUT045,2606.1210654368297
FDF38,OUT049,649.7077049522055
FDX48,OUT013,2596.194349172944
FDS58,OUT018,2483.2408923765124
FDC32,OUT046,1400.3265604224318
NCQ29,OUT045,3574.034275894062
DRK39,OUT018,1127.7018207927747
NCS38,OUT017,1869.7136928097716
DRO47,OUT013,1818.6921106037498
DRG27,OUT027,1338.8706220421088
FDC57,OUT027,5248.097118857549
FDS55,OUT046,2393.777128155212
NCJ06,OUT018,1775.427208211552
FDO01,OUT019,282.6893022810478
NCM55,OUT045,2861.465130034594
FDC52,OUT049,2507.9626449678804
FDQ15,OUT045,1227.2807065693037
NCT30,OUT027,1603.4425153673685
NCR42,OUT027,1194.9336532314485
FDD28,OUT035,928.6590674361913
FDQ34,OUT049,1669.9613312168503
FDZ12,OUT027,3625.810854017671
DRE13,OUT019,30.37508111297437
NCN07,OUT019,267.98104533928284
FDM28,OUT035,3208.108062068859
FDI10,OUT017,2793.2809848712354
FDQ25,OUT013,2681.686041804875
FDA38,OUT010,697.9700743054669
DRI13,OUT049,3570.3891479819836
FDY20,OUT027,2576.4259715562907
NCZ53,OUT035,3248.0613763722126
NCM31,OUT013,2425.7247209056773
DRB01,OUT017,3046.173482674673
DRF37,OUT046,4005.2090746073295
NCF42,OUT049,2781.8542019377564
FDF16,OUT018,2155.131259385413
FDB41,OUT013,741.4462146411576
FDR34,OUT013,4070.6696143345675
FDR15,OUT018,2245.955606431711
NCV42,OUT019,210.53532847346855
FDW51,OUT035,3724.2964023923346
FDU36,OUT017,1623.4988193147358
FDX60,OUT049,1292.1293250868143
FDY03,OUT035,1953.150164547482
FDW55,OUT045,3875.3919424183555
FDT01,OUT010,813.1457485219262
FDG58,OUT013,2452.327638376603
FDK21,OUT017,4234.632122268482
NCS41,OUT019,575.9180917020789
FDS10,OUT045,2885.508257548694
NCT53,OUT046,2634.1899195118385
FDJ28,OUT018,2776.554600245243
FDX44,OUT045,1311.2972488656085
FDT20,OUT018,397.88183176795127
FDO44,OUT017,1821.5413540558095
NCX17,OUT049,3310.164111227971
FDY01,OUT017,2036.9431471636926
FDJ12,OUT027,5467.039965376447
DRK35,OUT018,444.95639433386486
FDD47,OUT019,460.63729650026863
NCM53,OUT035,1759.3218436797258
FDO45,OUT013,1403.8984863826074
NCM42,OUT010,172.98700824139564
FDE04,OUT046,2826.9404159140054
NCI30,OUT027,5666.290415359826
FDZ19,OUT013,2759.954253528495
FDW57,OUT013,2892.0895817024484
FDA25,OUT013,1674.0109065118531
FDT22,OUT046,981.1811292923093
FDP51,OUT013,2108.7771105514676
FDD48,OUT027,2969.114051346489
FDY39,OUT035,3317.446497405548
FDO48,OUT010,889.6003303710481
FDD23,OUT027,4859.400260141495
DRN35,OUT027,1213.3842030807475
FDT01,OUT035,3569.8135922521487
FDC20,OUT010,110.27550915971291
DRJ35,OUT035,1085.3716618865074
FDB32,OUT046,1427.2854290319985
FDL24,OUT046,2954.7092847874897
NCV42,OUT035,1872.3086372359448
FDZ46,OUT046,1724.132665248383
FDC15,OUT013,2529.6618055444274
FDD08,OUT019,240.12921418552628
FDY50,OUT049,1368.344417138137
FDD36,OUT013,1978.730751248925
FDG57,OUT027,1572.1697950824685
FDL21,OUT018,398.1860209365461
FDN16,OUT027,2826.2786548358986
FDJ09,OUT027,1324.0094363052813
FDS01,OUT010,637.152536032494
FDV33,OUT017,4410.497747384136
DRE12,OUT017,1640.6402768473472
FDR07,OUT013,1474.4447873433326
FDP48,OUT010,745.259782804247
NCB55,OUT035,883.1308901574879
FDQ08,OUT013,889.3537060700138
FDR34,OUT035,4318.916837331403
FDO33,OUT046,1710.7756288364762
FDP13,OUT045,633.4901927215708
FDX12,OUT049,4093.3376299332194
NCT06,OUT049,2861.6372264857036
FDR16,OUT019,768.3302240514216
FDE36,OUT046,2975.6609276301206
FDZ36,OUT049,3354.201919681056
FDV13,OUT045,1403.4342280825238
NCZ17,OUT035,698.9179625478195
FDU56,OUT045,2995.795306696637
FDM09,OUT035,2786.231822246404
FDV02,OUT017,2955.076112110362
FDS34,OUT018,1549.4785134504555
FDA11,OUT049,1589.1366700942933
FDP09,OUT017,3890.9343339791944
FDB29,OUT027,2960.342974744906
FDT19,OUT017,2920.8944755436837
DRH15,OUT017,802.1535006082349
FDY38,OUT046,3627.2206889915124
FDF14,OUT027,3828.8666931566913
FDN48,OUT010,86.66515481962126
FDQ12,OUT013,3870.0423317561913
NCJ43,OUT045,2761.315626854815
FDE17,OUT019,391.30452018573624
FDB05,OUT035,4085.2572836018467
FDH10,OUT045,2353.7330865633194
NCR06,OUT017,698.2558797294829
FDU32,OUT018,1772.1127755535551
FDD56,OUT049,2910.3498156237947
FDO36,OUT018,2791.770182110756
FDH16,OUT010,86.57271551719874
FDX10,OUT018,445.618651902713
FDZ37,OUT017,1518.115505791715
FDU31,OUT010,757.6097215405113
DRC49,OUT049,2190.238720071631
FDL15,OUT045,2500.5844731272155
FDN32,OUT019,616.4854573690112
DRH59,OUT027,2161.7851521555663
NCU29,OUT049,2532.266528992372
FDR37,OUT019,668.1775808739827
FDS14,OUT018,2260.484243431348
FDU02,OUT027,5836.898797678968
FDJ08,OUT035,3225.9959778732023
NCZ06,OUT045,3835.8133887351564
FDO31,OUT049,1316.1329605610833
FDH31,OUT018,1376.8334074304646
FDS58,OUT017,2775.132259758458
NCA53,OUT027,1467.2941371955087
FDF50,OUT046,3245.9395581388508
NCW42,OUT049,3535.2850325322156
NCQ17,OUT045,2407.4346666231068
FDK51,OUT018,3752.1702587687655
NCW41,OUT010,471.01687152345875
NCR29,OUT017,912.4406019664839
FDB08,OUT019,395.06788069609246
FDA40,OUT027,2588.576732533178
FDL14,OUT018,2315.161245383308
FDB47,OUT046,3426.4123920340867
FDO03,OUT035,3929.461664119832
DRK13,OUT019,551.3714183166213
FDX13,OUT010,864.060746394342
FDF52,OUT046,2958.36134165528
FDT11,OUT013,3002.4241118739715
FDB08,OUT013,2426.0754625952795
FDQ28,OUT018,2254.2305991547496
FDD29,OUT045,4102.326351107043
NCQ29,OUT027,6184.1683444647815
NCO02,OUT013,1050.5528100785139
FDR56,OUT010,757.4638286967169
NCM54,OUT049,2093.7491411061005
FDP51,OUT035,1960.470572545778
FDT38,OUT013,1228.0085957243623
FDZ20,OUT018,3377.793670039642
FDJ53,OUT013,1943.5142105942705
FDX13,OUT049,4268.56429818097
FDP58,OUT035,3664.4286649574187
NCK31,OUT019,156.8594067245933
FDA35,OUT018,1723.969712210241
FDV37,OUT018,2822.297278572474
NCO07,OUT027,5340.049792729895
FDA20,OUT045,2959.038592062872
FDZ59,OUT035,2773.8741421811405
NCY17,OUT017,684.7051322872888
FDQ28,OUT035,2628.612072733597
FDV35,OUT017,2459.2664896640167
FDQ36,OUT013,637.0375030921788
FDD34,OUT018,2407.6976410311686
FDK51,OUT045,4162.074519655659
FDV31,OUT035,2779.0465569718567
FDR04,OUT035,1645.5260047313989
FDR14,OUT049,892.5769339171546
DRC36,OUT010,570.0419982166699
FDE39,OUT019,266.30472857197645
FDP57,OUT049,1724.2234670879895
FDE57,OUT046,2124.2730696303156
NCN18,OUT046,1873.5651474714214
NCQ05,OUT018,2214.2769092635876
FDW47,OUT035,2114.2199890174174
FDV46,OUT035,2249.2190695517547
NCP29,OUT045,1028.1559972727841
FDE09,OUT018,1551.5140807315227
NCU06,OUT027,5773.612675360503
FDT19,OUT010,599.977470981792
DRF15,OUT017,2481.489241536017
DRI51,OUT013,2743.275708429746
NCX54,OUT013,1658.7315965104053
DRE01,OUT013,4007.7682087322355
NCB07,OUT045,2918.8578319543194
FDU50,OUT035,1798.2004685308448
FDG40,OUT035,662.0785748168081
FDW10,OUT018,2794.692212593669
FDX51,OUT013,3113.432620308344
NCP17,OUT045,989.6675328317033
FDP21,OUT035,3254.5290133210297
FDL04,OUT045,1583.2677453058443
FDV23,OUT013,2067.2050605017616
FDF24,OUT046,1280.4183935296023
FDH56,OUT027,3147.2366675456287
FDB51,OUT049,1022.2114674616681
FDI58,OUT027,2645.6946240312186
FDR20,OUT013,743.3127768388918
FDC51,OUT018,1709.1661075607074
FDB16,OUT027,2392.5139330601232
FDE40,OUT049,994.8527444203659
NCM17,OUT035,824.1298517467131
FDU56,OUT035,3365.108721264027
FDS32,OUT019,357.9303072965074
FDX02,OUT049,3798.220442362586
FDT39,OUT027,4055.4139333632925
FDE35,OUT017,951.7869580076746
NCI42,OUT019,758.660871581062
DRL23,OUT046,1661.3439189099524
FDA10,OUT046,1880.2872224659404
FDA11,OUT013,1490.3419149920717
NCM06,OUT046,2383.1461531973123
NCT05,OUT035,4220.870893790522
NCQ02,OUT010,627.8452222655583
NCY06,OUT049,2192.650665566454
FDY56,OUT035,4107.141982498507
FDL02,OUT035,1658.9962842305674
NCI06,OUT035,3039.4353057090543
FDQ14,OUT045,2292.1327796808673
FDQ12,OUT017,3931.3092393276
FDP36,OUT046,785.1419860258866
FDK21,OUT027,6577.222263990118
FDO40,OUT045,2463.970140539501
NCK54,OUT019,238.9519229873249
FDY09,OUT018,2655.7622479560473
NCW30,OUT049,4060.165488956916
NCC55,OUT027,1206.9688038861505
FDE58,OUT018,1560.9309847966178
FDR39,OUT013,3167.3676101831425
FDU28,OUT049,3160.079547504873
FDH08,OUT017,3807.6258440303286
FDG35,OUT045,2680.9061310271645
FDG22,OUT049,659.2703001910082
FDC34,OUT035,2685.8393946185256
FDP15,OUT018,3611.9059053684173
FDK34,OUT010,861.320102345826
FDU45,OUT035,2023.9805945666149
FDQ04,OUT027,1271.6462202449338
FDX22,OUT018,3085.3623868450536
FDB45,OUT017,1659.0413727024118
NCH43,OUT027,5095.927086466162
DRE60,OUT046,3718.780880882819
FDD17,OUT027,6133.277400967341
NCM54,OUT017,2080.536561751069
NCH55,OUT013,2028.3353951433164
NCT06,OUT017,2772.95423404285
FDA48,OUT027,5529.362308921839
FDY58,OUT027,6218.320162513115
FDO25,OUT045,3481.705068031549
FDN50,OUT045,1555.1453402564366
FDH35,OUT035,2691.9013585450134
FDK09,OUT045,3833.8055628370334
FDO16,OUT013,1339.392015830326
FDW11,OUT045,975.9015437609237
FDU47,OUT027,3491.907167047663
NCQ42,OUT010,255.41240697798094
FDK55,OUT027,2588.0157828983006
FDN08,OUT049,1859.9966320778478
FDT57,OUT045,3943.5363516284965
FDJ12,OUT018,3159.848201138142
DRL59,OUT017,879.5080376001494
NCN53,OUT046,700.4724620663997
FDO51,OUT010,197.1970944560878
FDK56,OUT017,3114.7422064480797
FDY12,OUT035,880.0827720073408
FDU15,OUT035,705.0084335623296
FDQ19,OUT046,3820.955819940578
DRF15,OUT045,2387.4183602821868
DRE25,OUT019,47.50429751105721
FDK57,OUT018,1708.0780739695238
FDD33,OUT010,871.2650829933814
